productcode,vendor_partno,productname,displaybegindate,displayenddate,hideproduct,stockstatus,lastmodified,options_cloned_from,photos_cloned_from,share_stockstatus_with,productkeywords,productnameshort,productweight,freeshippingitem,google_product_type,length,width,height,ships_by_itself,package_type,oversized,additional_handling_indicator,reward_points_given_for_purchase,productdescriptionshort,productdescription
EX022-1-0004,EX022,Exuviance Coverblend Skin Caring Foundation SPF 20 - Desert Sand,,,Y,4,12/1/2015 11:37,,EX022-1,,"skin caring foundation, exuviance,",Exuviance Coverblend Skin Caring Foundation SPF 15,0.5,N,Health & Beauty > Personal Care > Cosmetics > Makeup > Face Makeup > Foundations & Concealers,,,,N,,N,N,,,Makeup
EX022-1-0005,EX022,Exuviance Coverblend Skin Caring Foundation SPF 20 - Golden Beige,,,Y,3,12/1/2015 11:37,,EX022-1,,"skin caring foundation, exuviance,",Exuviance Coverblend Skin Caring Foundation SPF 15,0.5,N,Health & Beauty > Personal Care > Cosmetics > Makeup > Face Makeup > Foundations & Concealers,,,,N,,N,N,,,Makeup
EX022-1-0006,EX022,Exuviance Coverblend Skin Caring Foundation SPF 20 - Honey Sand,,,Y,4,12/1/2015 11:37,,EX022-1,,"skin caring foundation, exuviance,",Exuviance Coverblend Skin Caring Foundation SPF 15,0.5,N,Health & Beauty > Personal Care > Cosmetics > Makeup > Face Makeup > Foundations & Concealers,,,,N,,N,N,,,Makeup
EX022-1-0007,EX022,Exuviance Coverblend Skin Caring Foundation SPF 20 - Neutral Beige,,,Y,6,12/1/2015 11:37,,EX022-1,,"skin caring foundation, exuviance,",Exuviance Coverblend Skin Caring Foundation SPF 15,0.5,N,Health & Beauty > Personal Care > Cosmetics > Makeup > Face Makeup > Foundations & Concealers,,,,N,,N,N,,,Makeup
EX022-1-0008,EX022,Exuviance Coverblend Skin Caring Foundation SPF 20 - Toasted Almond,,,Y,5,12/1/2015 11:37,,EX022-1,,"skin caring foundation, exuviance,",Exuviance Coverblend Skin Caring Foundation SPF 15,0.5,N,Health & Beauty > Personal Care > Cosmetics > Makeup > Face Makeup > Foundations & Concealers,,,,N,,N,N,,,Makeup
EX022-1-0009,EX022,Exuviance Coverblend Skin Caring Foundation SPF 20 - True Beige,,,Y,4,12/1/2015 11:37,,EX022-1,,"skin caring foundation, exuviance,",Exuviance Coverblend Skin Caring Foundation SPF 15,0.5,N,Health & Beauty > Personal Care > Cosmetics > Makeup > Face Makeup > Foundations & Concealers,,,,N,,N,N,,,Makeup
EX022-1-0010,EX022,Exuviance Coverblend Skin Caring Foundation SPF 20 - Warm Beige,,,Y,8,12/16/2015 11:40,,EX022-1,,"skin caring foundation, exuviance,",Exuviance Coverblend Skin Caring Foundation SPF 15,0.5,N,Health & Beauty > Personal Care > Cosmetics > Makeup > Face Makeup > Foundations & Concealers,,,,N,,N,N,,,Makeup
EX023,EX023,Exuviance Skin Rise Bionic Tonic,,,,2,11/5/2015 9:34,,,,"skin rise bionic tonic, exuviance,",Exuviance Skin Rise Bionic Tonic,0.5,N,Health & Beauty > Personal Care > Cosmetics > Skin Care > Toners & Astringents,,,,N,,N,N,,,Toners & cleansers
EX024,EX024,Exuviance Soothing Toning Lotion,,,,9,12/2/2015 11:38,,,,"soothing toning lotion, exuviance,",Exuviance Soothing Toning Lotion,0.5,N,Health & Beauty > Personal Care > Cosmetics > Skin Care > Toners & Astringents,,,,N,,N,N,,,Toners & cleansers
EX025,EX025,Exuviance Ultra Restorative Creme,,,,6,12/11/2015 12:47,,,,"ultra rich restorative creme, exuviance,",Exuviance Ultra Restorative Creme,0.5,N,Health & Beauty > Personal Care > Cosmetics > Skin Care > Lotion & Moisturizer,,,,N,,N,N,,,"Serums & gels, Supplements"
EX026,EX026,Exuviance Vespera Bionic Serum,,,,8,12/16/2015 11:40,,,,"vespera bionic serum, exuviance,",Exuviance Vespera Bionic Serum,0.5,N,Health & Beauty > Personal Care > Cosmetics > Skin Care > Lotion & Moisturizer,,,,N,,N,N,,,Serums & gels
EX027,EX027,Exuviance Collagen Triple Boost Serum,,,,10,9/16/2015 12:53,,,,,Exuviance Collagen Triple Boost Serum,0.5,N,Health & Beauty > Personal Care > Cosmetics > Skin Care > Lotion & Moisturizer,,,,N,,N,N,,,Serums & gels
EX028,EX028,Exuviance Antioxidant Perfect 10 Serum,,,,5,5/2/2015 12:08,,,,,Exuviance Antioxidant Perfect 10 Serum,0.5,N,Health & Beauty > Personal Care > Cosmetics > Skin Care > Lotion & Moisturizer,,,,N,,N,N,,,Serums & gels
EX029,EX029,Exuviance OptiLight Essential 6 Serum,,,,4,9/2/2015 14:38,,,,,Exuviance OptiLight Essential 6 Serum,0.5,N,Health & Beauty > Personal Care > Cosmetics > Skin Care > Lotion & Moisturizer,,,,N,,N,N,,,Serums & gels
EX030,EX030,Exuviance Toning Neck Cream,,,,2,10/9/2015 10:01,,,,,Exuviance Toning Neck Cream,0.5,N,Health & Beauty > Personal Care > Cosmetics > Skin Care > Toners & Astringents,,,,N,,N,N,,,Toners & cleansers
EX031,EX031,Exuviance Night Renewal HydraGel,,,,4,12/1/2015 11:37,,,,,Exuviance Night Renewal HydraGel,0.5,N,Health & Beauty > Personal Care > Cosmetics > Skin Care > Lotion & Moisturizer,,,,N,,N,N,,,"Serums & gels, Supplements"
EX032,EX032,Exuviance OptiLight Tone Corrector,,,,2,10/9/2015 10:02,,,,,Exuviance OptiLight Tone Corrector,0.5,N,Health & Beauty > Personal Care > Cosmetics > Skin Care > Lotion & Moisturizer,,,,N,,N,N,,,Moisturisers & creams
EX033,EX033,Exuviance Targeted Wrinkle Repair,10/23/2015 0:00,,,3,10/26/2015 14:15,,,,,Exuviance Targeted Wrinkle Repair,0.5,N,Health & Beauty > Personal Care > Cosmetics > Skin Care > Lotion & Moisturizer,,,,N,,N,N,,,Serums & gels
EX034,EX034,Exuviance Matte Perfection,,,,2,1/11/2016 9:52,,,,,Exuviance Matte Perfection,0.5,N,Health & Beauty > Personal Care > Cosmetics > Skin Care > Lotion & Moisturizer,,,,N,,N,N,,,"Serums & gels, Supplements"
EX035,EX035,Exuviance DePuffing Eye Serum,,,,3,10/9/2015 10:01,,,,,Exuviance DePuffing Eye Serum,0.5,N,Health & Beauty > Personal Care > Cosmetics > Skin Care > Lotion & Moisturizer,,,,N,,N,N,,,Serums & gels
EX036,EX036,Exuviance Sheer Refining Fluid,,,,2,10/9/2015 10:01,,,,,Exuviance Sheer Refining Fluid,0.5,N,Health & Beauty > Personal Care > Cosmetics > Skin Care > Lotion & Moisturizer,,,,N,,N,N,,,"Serums & gels, Supplements"
EX037,EX037,Exuviance Heel Repair,,,,5,12/1/2015 11:37,,,,,Exuviance Heel Repair,0.5,N,Health & Beauty > Personal Care > Foot Care > Corn & Callus Care,,,,N,,N,N,,,Moisturisers & creams
EX038,EX038,Exuviance OptiLight Daily Prep,,,,3,10/9/2015 10:01,,,,,Exuviance OptiLight Daily Prep,0.5,N,Health & Beauty > Personal Care > Cosmetics > Skin Care > Lotion & Moisturizer,,,,N,,N,N,,,"Toners & cleansers, Moisturisers & creams, Serums & gels"
EX039,EX039,Exuviance Triple Microdermabrasion Face Polish,5/1/2015 0:00,,,7,12/1/2015 11:37,,,,,Exuviance Triple Microdermabrasion Face Polish,0.5,N,Health & Beauty > Personal Care > Cosmetics > Skin Care > Facial Cleansers,,,,N,,N,N,,,Exfoliators
EX040,EX040,Exuviance Super Retinol Concentrate,5/1/2015 0:00,,,7,12/16/2015 11:40,,,,,Exuviance Super Retinol Concentrate,0.5,N,Health & Beauty > Personal Care > Cosmetics > Skin Care > Lotion & Moisturizer > Face Lotion,,,,N,,N,N,,,Serums & gels
EX041,EX041,Exuviance Age Less Everyday,5/1/2015 0:00,,,5,1/11/2016 9:52,,,,,Exuviance Age Less Everyday,0.5,N,Health & Beauty > Personal Care > Cosmetics > Skin Care > Lotion & Moisturizer > Face Lotion,,,,N,,N,N,,,Moisturisers & creams
EX042,EX042,Exuviance AntiRedness Calming Serum,5/1/2015 0:00,,,6,12/2/2015 11:30,,,,,Exuviance AntiRedness Calming Serum,0.5,N,Health & Beauty > Personal Care > Cosmetics > Skin Care > Lotion & Moisturizer > Face Lotion,,,,N,,N,N,,,Serums & gels
EX043,EX043,Exuviance Glycolic Expert Moisturiser,5/1/2015 0:00,,,2,7/27/2015 9:49,,,,,Exuviance Glycolic Expert Moisturiser,0.5,N,Health & Beauty > Personal Care > Cosmetics > Skin Care > Lotion & Moisturizer > Face Lotion,,,,N,,N,N,,,Moisturisers & creams
EX044,EX044,Exuviance Vitamin C+ Antiaging Booster,5/1/2015 0:00,,,1,10/22/2015 14:58,,,,,Exuviance Vitamin C+ Antiaging Booster,0.5,N,,Health & Beauty > Personal Care > Cosmetics > Skin Care > Lotion & Moisturizer > Face Lotion,,,,N,,N,N,,"Serums & gels, Supplements"
EX045,EX045,Exuviance Sheer Daily Protector SPF 50,10/26/2015 0:00,,,1,11/2/2015 11:35,,,,,Exuviance Sheer Daily Protector SPF 50,0.5,N,Health & Beauty > Personal Care > Cosmetics > Skin Care > Sunscreen,,,,N,,N,N,,,Suncare
EX046,EX046,Exuviance Bionic Oxygen Facial,10/26/2015 0:00,,,2,12/8/2015 12:08,,,,,Exuviance Bionic Oxygen Facial,0.5,N,Health & Beauty > Personal Care > Cosmetics > Skin Care > Lotion & Moisturizer > Face Lotion,,,,N,,N,N,,,Moisturisers & creams
EX047,EX047,Exuviance OptiLight All-Over Dark Spot Minimizer SPF 25,10/26/2015 0:00,,,1,12/8/2015 12:36,,,,,Exuviance OptiLight All-Over Dark Spot Minimizer,0.5,N,Health & Beauty > Personal Care > Cosmetics > Skin Care > Lotion & Moisturizer > Face Lotion,,,,N,,N,N,,,"Moisturisers & creams, Serums & gels"
EXAR01,EXAR01,Exuviance Age Reverse BioActiv Wash,,,,4,1/18/2016 10:48,,,,"age reverse, bioactiv wash, exuviance, age revense",Exuviance Age Reverse BioActiv Wash,0.5,N,Health & Beauty > Personal Care > Cosmetics > Skin Care > Lotion & Moisturizer,,,,N,,N,N,,,"Toners & cleansers, Moisturisers & creams, Serums & gels"
EXAR02,EXAR02,Exuviance Age Reverse Day Repair SPF 30,,,,4,1/18/2016 10:48,,,,"age reverse, day repair, spf 20, exuviance, age revense",Exuviance Age Reverse Day Repair SPF 30,0.5,N,Health & Beauty > Personal Care > Cosmetics > Skin Care > Lotion & Moisturizer,,,,N,,N,N,,,Moisturisers & creams
EXAR03,EXAR03,Exuviance Age Reverse Eye Contour,,,,2,1/18/2016 11:11,,,,"eye, contour, exuviance, age reverse, age revense",Exuviance Age Reverse Eye Contour,0.5,N,Health & Beauty > Personal Care > Cosmetics > Skin Care > Lotion & Moisturizer,,,,N,,N,N,,,"Eyecare, Serums & gels"
EXAR04,EXAR04,Exuviance Age Reverse Night Lift,,,,4,1/18/2016 10:48,,,,"age reverse, night lift, exuviance, age revense",Exuviance Age Reverse Night Lift,0.5,N,Health & Beauty > Personal Care > Cosmetics > Skin Care > Lotion & Moisturizer,,,,N,,N,N,,,Moisturisers & creams
CU301,CU301,Cu3 Gentle Face Cleanser,,,,2,11/13/2014 12:48,,,,"gentle facial cleanser, complex Cu3,",Cu3 Gentle Face Cleanser,0.5,N,Health & Beauty > Personal Care > Cosmetics > Skin Care > Facial Cleansers,,,,N,,N,N,,,"Toners & cleansers, Moisturisers & creams"
EXAR06,EXAR06,Exuviance Age Reverse HydraFirm,,,,2,12/1/2015 11:38,,,,"age reverse, exuviance, age revense, hydrafirm, hydra firm",Exuviance Age Reverse HydraFirm,0.5,N,Health & Beauty > Personal Care > Cosmetics > Skin Care > Lotion & Moisturizer,,,,N,,N,N,,,"Serums & gels, Supplements"
EXAR07,EXAR07,Exuviance Age Reverse Total Correct + Sculpt Serum,10/23/2015 0:00,,,0,12/11/2015 12:48,,,,"age reverse, exuviance, age revense, hydrafirm, hydra firm",Exuviance Age Reverse Total Correct + Sculpt Serum,0.5,N,Health & Beauty > Personal Care > Cosmetics > Skin Care > Lotion & Moisturizer,,,,N,,N,N,,,"Serums & gels, Supplements"
EXAR08,EXAR08,Exuviance Age Reverse Toning Neck Cream,10/23/2015 0:00,,,1,1/18/2016 10:48,,,,,Exuviance Age Reverse Toning Neck Cream,0.5,N,Health & Beauty > Personal Care > Cosmetics > Skin Care > Lotion & Moisturizer,,,,N,,N,N,,,Moisturisers & creams
EXCB02,EXCB02,Exuviance Coverblend Multi-Function Concealer SPF 15,,,,,5/5/2015 13:33,,,,Exuviance Coverblend Multi-Function Concealer SPF 15,,0.5,N,Health & Beauty > Personal Care > Cosmetics > Makeup > Face Makeup > Foundations & Concealers,,,,N,,N,N,,,Makeup
EXCB02-0001,EXCB02-0001,Exuviance Coverblend Multi-Function Concealer SPF 15 - Beige,,,Y,5,5/1/2015 10:02,,EXCB02,,Exuviance Coverblend Multi-Function Concealer SPF 15,,0.5,N,Health & Beauty > Personal Care > Cosmetics > Makeup > Face Makeup > Foundations & Concealers,,,,,,,,,,Makeup
EXCB02-0002,EXCB02-0002,Exuviance Coverblend Multi-Function Concealer SPF 15 - Light,,,Y,4,5/1/2015 10:02,,EXCB02,,Exuviance Coverblend Multi-Function Concealer SPF 15,,0.5,N,Health & Beauty > Personal Care > Cosmetics > Makeup > Face Makeup > Foundations & Concealers,,,,,,,,,,Makeup
EXCB02-0003,EXCB02-0003,Exuviance Coverblend Multi-Function Concealer SPF 15 - Mahogany,,,Y,5,5/1/2015 10:02,,EXCB02,,Exuviance Coverblend Multi-Function Concealer SPF 15,,0.5,N,Health & Beauty > Personal Care > Cosmetics > Makeup > Face Makeup > Foundations & Concealers,,,,,,,,,,Makeup
EXCB02-0004,EXCB02-0004,Exuviance Coverblend Multi-Function Concealer SPF 15 - Sand,,,Y,1,5/1/2015 10:02,,EXCB02,,Exuviance Coverblend Multi-Function Concealer SPF 15,,0.5,N,Health & Beauty > Personal Care > Cosmetics > Makeup > Face Makeup > Foundations & Concealers,,,,,,,,,,Makeup
GFT,GFT,Gift Certificate,,,,,5/19/2015 17:13,,,,,Gift Certificate,0,Y,,,,,N,,N,N,,,Accessories
HC001,HC001,Heliocare Compact SPF 50,,,,,3/3/2015 13:16,,,,Heliocare Compact SPF 50,Heliocare Compact SPF 50,0.5,N,Health & Beauty > Personal Care > Cosmetics > Makeup > Face Makeup > Foundations & Concealers,,,,N,,N,N,,,Makeup
HC001-0001,HC001-0001,Heliocare Compact SPF 50 - Brown,,,Y,4,3/3/2015 13:16,,HC001,,Heliocare Compact SPF 50,Heliocare Compact SPF 50 - Brown,0.5,N,Health & Beauty > Personal Care > Cosmetics > Makeup > Face Makeup > Foundations & Concealers,,,,N,,N,N,,,Makeup
HC001-0002,HC001-0002,Heliocare Compact SPF 50 - Light,,,Y,2,12/1/2015 15:12,,HC001,,Heliocare Compact SPF 50,Heliocare Compact SPF 50 - Light,0.5,N,Health & Beauty > Personal Care > Cosmetics > Makeup > Face Makeup > Foundations & Concealers,,,,N,,N,N,,,Makeup
HC002,HC002,Heliocare Cream SPF 50,,,,3,10/20/2015 10:49,,,,Heliocare Cream SPF 50,Heliocare Cream SPF 50,0.5,N,Health & Beauty > Personal Care > Cosmetics > Skin Care > Sunscreen,,,,N,,N,N,,,Suncare
HC003,HC003,Heliocare Cream SPF 90,,,,2,11/10/2015 10:06,,,,Heliocare Cream SPF 90,Heliocare Cream SPF 90,0.5,N,Health & Beauty > Personal Care > Cosmetics > Skin Care > Sunscreen,,,,N,,N,N,,,Suncare
HC004,HC004,Heliocare Gel SPF 50,,,,4,12/18/2015 10:44,,,,Heliocare Fluid Gel SPF 50,Heliocare Gel SPF 50,0.5,N,Health & Beauty > Personal Care > Cosmetics > Skin Care > Sunscreen,,,,N,,N,N,,,Suncare
HC005,HC005,Heliocare Gel SPF 50+,,,,3,11/10/2015 10:06,,,,"Heliocare Gel SPF 50+, spf 90, gel 90",Heliocare Gel SPF 50+,0.5,N,Health & Beauty > Personal Care > Cosmetics > Skin Care > Sunscreen,,,,N,,N,N,,,Suncare
HC006-1,HC006-1,Heliocare Oil-Free Compact SPF 50 - Brown,,,,11,12/8/2014 12:16,,,,Heliocare Oil-Free Compact SPF 50,Heliocare Oil-Free Compact SPF 50 - Brown,0.5,N,Health & Beauty > Personal Care > Cosmetics > Makeup > Face Makeup > Foundations & Concealers,,,,N,,N,N,,,Makeup
HC006-2,HC006-2,Heliocare Oil-Free Compact SPF 50 - Light,,,Y,3,3/3/2015 13:17,,,,Heliocare Oil-Free Compact SPF 50,Heliocare Oil-Free Compact SPF 50 - Light,0.5,N,Health & Beauty > Personal Care > Cosmetics > Makeup > Face Makeup > Foundations & Concealers,,,,N,,N,N,,,Makeup
HC007,HC007,Heliocare Oral Supplement,,,,0,1/20/2016 11:03,,,,"heliocare oral, oral sun protection, heliocare tablets, heliocare pills",Heliocare Oral Supplement,0.5,N,Health & Beauty > Health Care > Fitness & Nutrition > Vitamins & Supplements,,,,N,,N,N,,,Supplements
HC007-2,HC007-2,Heliocare Oral Supplement Double Pack,,,,0,1/20/2016 11:03,,,,"heliocare oral, oral sun protection, heliocare tablets, heliocare pills",Heliocare Oral Supplement Double Pack,0.5,N,Health & Beauty > Health Care > Fitness & Nutrition > Vitamins & Supplements,,,,N,,N,N,,,Supplements
HC008,HC008,Heliocare Silk Gel SPF 30,,,,2,11/10/2015 10:06,,,,"heliocare silk gel, silk gel, buy silk gel, heliocare, sun protection, fernblock",Heliocare Silk Gel SPF 30,0.5,N,Health & Beauty > Personal Care > Cosmetics > Skin Care > Sunscreen,,,,N,,N,N,,,Suncare
HC009,HC009,Heliocare Spray SPF 50,,,,3,10/20/2015 10:49,,,,Heliocare Spray SPF 50,Heliocare Spray SPF 50,0.5,N,Health & Beauty > Personal Care > Cosmetics > Skin Care > Sunscreen,,,,N,,N,N,,,Suncare
HC010,HC010,Heliocare Hydragel SPF 50 (Sun Touch),,,,4,11/10/2015 10:06,,,,Heliocare Hydragel SPF 50 (Sun Touch),Heliocare Hydragel SPF 50 (Sun Touch),0.5,N,Health & Beauty > Personal Care > Cosmetics > Skin Care > Sunscreen,,,,N,,N,N,,,Suncare
HC011,HC011,Heliocare Gelcream Colour SPF 50 - Light,,,,2,11/10/2015 10:00,,,,Heliocare Gelcream Colour SPF 50,Heliocare Gelcream Colour SPF 50,0.5,N,Health & Beauty > Personal Care > Cosmetics > Skin Care > Sunscreen,,,,N,,N,N,,,Suncare
HC012,HC012,Heliocare Ultra Capsules,,,,0,1/20/2016 11:03,,,,Heliocare Ultra Capsules,Heliocare Ultra Capsules,0.5,N,Health & Beauty > Health Care > Fitness & Nutrition > Vitamins & Supplements,,,,N,,N,N,,,Supplements
HC013,HC013,Heliocare Ultra-D Capsules,,,,1,1/20/2016 11:03,,,,Heliocare Ultra-D Capsules,Heliocare Ultra-D Capsules,0.5,N,Health & Beauty > Health Care > Fitness & Nutrition > Vitamins & Supplements,,,,N,,N,N,,,Supplements
CU305,CU305,Cu3 Regime,,,,,11/17/2014 21:11,,,,"intensive tissue repair creme, complex cu3, procyte,",Cu3 Regime,0.5,N,Health & Beauty > Personal Care > Cosmetics > Skin Care > Lotion & Moisturizer,,,,N,,N,N,,,"Toners & cleansers, Moisturisers & creams"
HC015,HC015,Heliocare 360 Fluid Cream SPF 50+,,,,1,3/30/2015 13:57,,,,Heliocare 360˚ Fluid Cream SPF 50+,Heliocare 360 Fluid Cream SPF 50+,0.5,N,Health & Beauty > Personal Care > Cosmetics > Skin Care > Sunscreen,,,,N,,N,N,,,Suncare
HC016,HC016,Heliocare 360 Airgel SPF 50+,,,,1,3/30/2015 13:57,,,,Heliocare 360˚ Airgel SPF 50+,Heliocare 360 Airgel SPF 50+,0.5,N,Health & Beauty > Personal Care > Cosmetics > Skin Care > Sunscreen,,,,N,,N,N,,,Suncare
JI01,JI01,Jane Iredale Amazing Base Loose Mineral Powder SPF20,,,,,1/21/2016 9:38,,,,Jane Iredale Amazing Base Loose Powder SPF20,Jane Iredale Amazing Base Loose Mineral Powder,0.5,N,Health & Beauty > Personal Care > Cosmetics > Makeup > Face Makeup > Foundations & Concealers,,,,N,,N,N,,,Makeup
JI01-0001,JI01,Jane Iredale Amazing Base Loose Mineral Powder SPF20 - Amber,,,Y,0,6/16/2015 10:34,,JI01,,Jane Iredale Amazing Base Loose Powder SPF20,Jane Iredale Amazing Base Loose Mineral Powder,0.5,N,Health & Beauty > Personal Care > Cosmetics > Makeup > Face Makeup > Foundations & Concealers,,,,N,,N,N,,,Makeup
JI01-0002,JI01,Jane Iredale Amazing Base Loose Mineral Powder SPF20 - Bisque,,,Y,0,6/16/2015 10:38,,JI01,,Jane Iredale Amazing Base Loose Powder SPF20,Jane Iredale Amazing Base Loose Mineral Powder,0.5,N,Health & Beauty > Personal Care > Cosmetics > Makeup > Face Makeup > Foundations & Concealers,,,,N,,N,N,,,Makeup
JI01-0003,JI01,Jane Iredale Amazing Base Loose Mineral Powder SPF20 - Butternut,,,Y,0,6/11/2015 14:52,,JI01,,Jane Iredale Amazing Base Loose Powder SPF20,Jane Iredale Amazing Base Loose Mineral Powder,0.5,N,Health & Beauty > Personal Care > Cosmetics > Makeup > Face Makeup > Foundations & Concealers,,,,,,,,,,Makeup
JI01-0004,JI01,Jane Iredale Amazing Base Loose Mineral Powder SPF20 - Caramel,,,Y,0,6/11/2015 14:52,,JI01,,Jane Iredale Amazing Base Loose Powder SPF20,Jane Iredale Amazing Base Loose Mineral Powder,0.5,N,Health & Beauty > Personal Care > Cosmetics > Makeup > Face Makeup > Foundations & Concealers,,,,,,,,,,Makeup
JI01-0005,JI01,Jane Iredale Amazing Base Loose Mineral Powder SPF20 - Golden Glow,,,Y,0,1/4/2016 11:23,,JI01,,Jane Iredale Amazing Base Loose Powder SPF20,Jane Iredale Amazing Base Loose Mineral Powder,0.5,N,Health & Beauty > Personal Care > Cosmetics > Makeup > Face Makeup > Foundations & Concealers,,,,N,,N,N,,,Makeup
JI01-0006,JI01,Jane Iredale Amazing Base Loose Mineral Powder SPF20 - Honey Bronze,,,Y,0,6/11/2015 14:52,,JI01,,Jane Iredale Amazing Base Loose Powder SPF20,Jane Iredale Amazing Base Loose Mineral Powder,0.5,N,Health & Beauty > Personal Care > Cosmetics > Makeup > Face Makeup > Foundations & Concealers,,,,,,,,,,Makeup
JI01-0007,JI01,Jane Iredale Amazing Base Loose Mineral Powder SPF20 - Ivory,,,Y,0,6/11/2015 14:52,,JI01,,Jane Iredale Amazing Base Loose Powder SPF20,Jane Iredale Amazing Base Loose Mineral Powder,0.5,N,Health & Beauty > Personal Care > Cosmetics > Makeup > Face Makeup > Foundations & Concealers,,,,,,,,,,Makeup
JI01-0008,JI01,Jane Iredale Amazing Base Loose Mineral Powder SPF20 - Latte,,,Y,0,6/11/2015 14:52,,JI01,,Jane Iredale Amazing Base Loose Powder SPF20,Jane Iredale Amazing Base Loose Mineral Powder,0.5,N,Health & Beauty > Personal Care > Cosmetics > Makeup > Face Makeup > Foundations & Concealers,,,,,,,,,,Makeup
JI01-0009,JI01,Jane Iredale Amazing Base Loose Mineral Powder SPF20 - Light Beige,,,Y,0,6/11/2015 14:52,,JI01,,Jane Iredale Amazing Base Loose Powder SPF20,Jane Iredale Amazing Base Loose Mineral Powder,0.5,N,Health & Beauty > Personal Care > Cosmetics > Makeup > Face Makeup > Foundations & Concealers,,,,,,,,,,Makeup
JI01-0010,JI01,Jane Iredale Amazing Base Loose Mineral Powder SPF20 - Maple,,,Y,0,6/11/2015 14:52,,JI01,,Jane Iredale Amazing Base Loose Powder SPF20,Jane Iredale Amazing Base Loose Mineral Powder,0.5,N,Health & Beauty > Personal Care > Cosmetics > Makeup > Face Makeup > Foundations & Concealers,,,,,,,,,,Makeup
JI01-0011,JI01,Jane Iredale Amazing Base Loose Mineral Powder SPF20 - Mink,,,Y,0,6/11/2015 14:52,,JI01,,Jane Iredale Amazing Base Loose Powder SPF20,Jane Iredale Amazing Base Loose Mineral Powder,0.5,N,Health & Beauty > Personal Care > Cosmetics > Makeup > Face Makeup > Foundations & Concealers,,,,,,,,,,Makeup
JI01-0012,JI01,Jane Iredale Amazing Base Loose Mineral Powder SPF20 - Natural,,,Y,0,6/11/2015 14:52,,JI01,,Jane Iredale Amazing Base Loose Powder SPF20,Jane Iredale Amazing Base Loose Mineral Powder,0.5,N,Health & Beauty > Personal Care > Cosmetics > Makeup > Face Makeup > Foundations & Concealers,,,,,,,,,,Makeup
JI01-0013,JI01,Jane Iredale Amazing Base Loose Mineral Powder SPF20 - Radiant,,,Y,0,6/11/2015 14:52,,JI01,,Jane Iredale Amazing Base Loose Powder SPF20,Jane Iredale Amazing Base Loose Mineral Powder,0.5,N,Health & Beauty > Personal Care > Cosmetics > Makeup > Face Makeup > Foundations & Concealers,,,,,,,,,,Makeup
JI01-0014,JI01,Jane Iredale Amazing Base Loose Mineral Powder SPF20 - Satin,,,Y,0,6/11/2015 14:52,,JI01,,Jane Iredale Amazing Base Loose Powder SPF20,Jane Iredale Amazing Base Loose Mineral Powder,0.5,N,Health & Beauty > Personal Care > Cosmetics > Makeup > Face Makeup > Foundations & Concealers,,,,,,,,,,Makeup
JI01-0015,JI01,Jane Iredale Amazing Base Loose Mineral Powder SPF20 - Suntan,,,Y,0,6/11/2015 14:52,,JI01,,Jane Iredale Amazing Base Loose Powder SPF20,Jane Iredale Amazing Base Loose Mineral Powder,0.5,N,Health & Beauty > Personal Care > Cosmetics > Makeup > Face Makeup > Foundations & Concealers,,,,,,,,,,Makeup
JI01-0016,JI01,Jane Iredale Amazing Base Loose Mineral Powder SPF20 - Warm Sienna,,,Y,0,6/11/2015 14:52,,JI01,,Jane Iredale Amazing Base Loose Powder SPF20,Jane Iredale Amazing Base Loose Mineral Powder,0.5,N,Health & Beauty > Personal Care > Cosmetics > Makeup > Face Makeup > Foundations & Concealers,,,,,,,,,,Makeup
JI01-0017,JI01,Jane Iredale Amazing Base Loose Mineral Powder SPF20 - Warm Silk,,,Y,0,6/11/2015 14:52,,JI01,,Jane Iredale Amazing Base Loose Powder SPF20,Jane Iredale Amazing Base Loose Mineral Powder,0.5,N,Health & Beauty > Personal Care > Cosmetics > Makeup > Face Makeup > Foundations & Concealers,,,,,,,,,,Makeup
JI02,JI02,Jane Iredale Liquid Minerals A Foundation,,,,,1/20/2016 14:41,,,,Jane Iredale Liquid Minerals A Foundation,Jane Iredale Liquid Minerals A Foundation,0.5,N,Health & Beauty > Personal Care > Cosmetics > Makeup > Face Makeup > Foundations & Concealers,,,,N,,N,N,,,Makeup
JI02-0001,JI02,Jane Iredale Liquid Minerals A Foundation - Amber,,,Y,0,6/15/2015 17:09,,JI02,,Jane Iredale Liquid Minerals A Foundation,Jane Iredale Liquid Minerals A Foundation - Amber,0.5,N,Health & Beauty > Personal Care > Cosmetics > Makeup > Face Makeup > Foundations & Concealers,,,,,,,,,,Makeup
